Name,Rating,Code,CMR Price,Event Price,Full Price,nombre_comercial,marca,modelo,tipo,género,horma,material,material_del_forro,material_de_la_suela,tipo_de_caña,,temporada,material_del_interior,hecho_en,transpirabilidad_de_la_tela,altura_de_la_plataforma,tipo_de_ajuste,forma_de_la_punta,altura_del_tacón,tipo_de_suela,registro_sic
Tenis Skechers para Mujer Moda Flex Appeal 4.0 Brilliantvie,5 (9),Código: 72739007,,,279.990,Flex Appeal 4.0 Brilliantvie,Skechers,149303WTRG,Tenis moda,Mujer,Normal,Tela,Poliéster,Goma,,,,,,,Sin plataforma,,,,,
"Guayos Adidas Predator Accuracy.4 Para Multiterreno - Suela Con Taches Tpu. Zapatilla De Fútbol, Color Blanco De Hombre Con Cordones",4.8 (14),Código: 69678550,,,339.950,Predator Accuracy 4,Adidas,GZ0013,Guayos,Hombre,Normal,Tela,Textil,Sintético,,,Toda temporada,,,,,,,,,
Tenis Adidas para Mujer Running EQ21 Run,4.8 (1236),Código: 23024137,,,499.990,Eq21 Run,Adidas,H00541EQ210201,Tenis deportivos,Mujer,,Tela,,Caucho,,,Toda temporada,Textil,Indonesia,,,,,,,
Tenis moda Coniglio Sp Basic2 para Niño Velcro,5 (1),Código: 883030132,,,129.990,,Coniglio,Sp Basic2 Bl,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Adidas Mujer Moda Ozelia W,4.8 (578),Código: 68327157,,,,Ozelia W,Adidas Originals,HQ6657,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Running Ultimashow,4.8 (455),Código: 10843666,,,299.950,Ultimashow,Adidas,FX3633ULTIM0101,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Trinity . Tenis de Moda Puma,5 (2),Código: 72716234,,,559.990,Trinity,Puma,389289 04,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Converse Chuck 70 Unisex,5 (9),Código: 28346419,297.490,339.990,424.990,CHUCK 70,Converse,162056C,Tenis moda,Unisex,Normal,Tela,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Adidas Originals para Mujer Moda Gazelle,4.7 (31),Código: 72888929,,,599.990,Gazelle,Adidas Originals,IE0444,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse Ctas High Street | Tenis de moda Converse,5 (3),Código: 72763224,,,324.990,Ctas High Street,Converse,A06200C,Tenis moda,Hombre,Normal,Tela,,Caucho,No aplica,,,Textil,,,,,,,,
Tenis Hoka Hombre Running Bondi 8,5 (5),Código: 67134453,,,899.990,Bondi 8,Hoka,1123202-IFBOB,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Under Armour para Hombre Running Charged Bandit Trail 2 | Zapatillas Under Armour Charged Bandit Trail 2,4.9 (7),Código: 72763363,,,489.990,Charged Bandit Trail 2,Under Armour,3024186-102,Tenis,Hombre,Normal,Sintético,Textil,Goma,,,,,,No,,,,,,
Tenis Puma para Hombre Lifestyle Up,5 (1),Código: 72794434,,,329.900,Up,Puma,372605 39,Tenis,Hombre,Normal,Sintético,,Caucho,,,,Textil,,No,,,,,,
Tenis Skechers Mujer Cross training Arch Fit Infinity,5 (4),Código: 33660525,,,389.990,ARCHFIT-INFINITYCOOL,Skechers,149722NVMT,Tenis deportivos,Mujer,Normal,Sintético,,Caucho,,,Toda temporada,Poliéster,,,,,,,,
Tenis Under Armour para Mujer Running Phade RN 2-PPL,(0),Código: 72890606,,,269.990,Phade RN 2-PPL,Under Armour,3024891-502,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Baja,,,,,,,,,,,
Tenis New Balance para Mujer Moda 420,5 (2),Código: 72802425,349.990,399.990,499.990,420,New Balance,WL420LA2,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Jurassic World Lowtojr Ne para Niño,4 (2),Código: 882892287,,,,,Jurassic World,LIC LOWTOPJR NE,Tenis deportivos,Niño,Normal,Sintético,,Goma,,,,Textil,,,,Cordones,,,,
Tenis Adidas Hombre Cross training Dropset 2 Trainer,4.7 (178),Código: 72712624,,,,Dropset 2 Trainer,Adidas,IF9908,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Basement para Mujer Moda Agolitaor2,1 (2),Código: 882994626,,,239.990,Agolitaor,Basement,Agolitaor2 Bl,Tenis moda,Mujer,Normal,Gamuza,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Colegial Holley Ecobibi2 Unisex,4.3 (3),Código: 882995202,59.990,,,,Holley,Ecobibi2 Ne,Tenis moda,Unisex,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Reebok para Mujer Club C Double Revenge,5 (3),Código: 72726390,272.890,311.890,389.900,Club C Double Revenge,Reebok,100033101,Tenis moda,Mujer,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Onrunning para Mujer Running Cloud X 3,(0),Código: 72901680,,,899.990,Cloud X 3,On Running,6098097,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Baja,,,,,,,,,,,
Tenis Skechers para Mujer Moda Flexappeal4.0 Elegan,(0),Código: 72837115,,,259.990,Flexappeal4.0 Elegan,Skechers,149580BKMT,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Call It Spring Hombre Moda Refreshh,3.8 (13),Código: 70706596,,,219.990,Refreshh,Call It Spring,REFRESHH_H100,Tenis moda,Hombre,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Gel-Kayano 29,(0),Código: 72800804,524.990,599.990,749.990,Gel-Kayano 29,Asics,1012B272-700,Tenis deportivos,Mujer,Normal,Tela,,Caucho,,,,Poliéster,,Sí,,,,,,
Tenis Hoff Mujer Moda Palermo,(0),Código: 69950892,,,499.990,Palermo,HOFF,22302003,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Southland para Mujer Moda Saflexi,4.5 (2),Código: 882815203,,,119.990,Saflexi,Southland,Saflexi Ne,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,,,Toda temporada,,,,,,,,,
Guayos Puma para cancha Sintética Hombre Attacanto Tt,5 (1),Código: 72794392,,,309.900,Attacanto Tt,Puma,107478 03,Guayos,Hombre,Normal,Sintético,,Caucho,,,,Textil,,No,,,,,,
Tenis New Balance 500 para Niño Velcro,5 (3),Código: 69653026,,,327.990,,New Balance,PV500BD1,Tenis deportivos,Niño,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Velcro,,,,
Tenis Aldo para Mujer Moda Iconispec,(0),Código: 72853528,271.990,,,Iconispec,Aldo,Iconispec001,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Reebok para Hombre Cross Training Nanoflex Tr 2 | Zapatillas Reebok Hombre de moda color Café,(0),Código: 72832700,,,389.990,Nanoflex Tr 2,Reebok,100033531,Tenis,Hombre,Normal,Tela,Textil,Caucho,,,,,,Sí,,,,,,
Tenis Reebok Mujer Running Energen Lite,4.9 (43),Código: 63866848,,,209.990,Energen Lite,Reebok,IE1944,Tenis deportivos,Mujer,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Adidas Mujer Running Galaxy 6,4.7 (1065),Código: 69955366,,,339.990,Galaxy 6,Adidas,GW3847,Tenis deportivos,Mujer,Normal,Tela,,Sintético,,,Toda temporada,Textil,,,,,,,,
Tenis Diadora Mujer Moda Sabina,4.5 (8),Código: 882554004,131.990,153.990,219.990,Sabina,Diadora,W SABINA NE,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Puma para Mujer Moda Mayze Ut Wns,(0),Código: 72878545,,,599.990,Mayze Ut Wns,Puma,389862 01,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Aldo para Mujer Moda Woolly,(0),Código: 72853508,287.990,335.990,479.990,Woolly,Aldo,Woolly008,Tenis moda,Mujer,Normal,Cuero,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Denimlab para Mujer Moda Bonate Text,(0),Código: 882815611,,,,Bonate Text,Denimlab,Bonatext2 Bl,Tenis moda,Mujer,Normal,Tela,Sintético,Sintético,No aplica,,,,,,,,,,,
Tenis Moda Skechers Rapidcharge para Niño,(0),Código: 72838513,132.890,151.890,189.900,,Skechers,402030NBKRD,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Hoff Mujer Moda Aegina,5 (2),Código: 69950938,,,499.990,Aegina,HOFF,22317006,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Future Rider Play On . Tenis de Moda Puma,4 (6),Código: 72716100,391.990,447.990,559.990,Future Rider Play On,Puma,371149 95,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Diadora para Hombre Moda Court Xl,(0),Código: 883076053,,,239.990,Court Xl,Diadora,Court Xl Gr,Tenis moda,Hombre,Normal,Cuero,Malla (nylon),Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Hombre Moda Royal BB,5 (1),Código: 72815953,,,349.900,Royal BB,Reebok,100033905,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Guess para Mujer Moda WGREMARKED3-A,4.5 (2),Código: 70935142,275.990,321.990,459.990,WGREMARKED3-A,Guess,WGREMARKED3-A,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Hoka para Hombre Running Bondi 8,(0),Código: 72783118,,,899.990,Bondi 8,Hoka,1123202-BCGL,Tenis,Hombre,Normal,Tela,Textil,Goma,,,,,,Sí,,,,,,
Tenis New Balance para Hombre Moda 574,(0),Código: 72802409,,,557.990,574,New Balance,U574FB2,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Hufflepuff,(0),Código: 72870137,,,299.990,,Reebok,100201726,Tenis moda,Unisex,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Steven Madden para Mujer Moda Possession-R75 | Tenis de Moda para Mujer Color Taupe,(0),Código: 72800082,423.190,,,Possession-R75,Steven Madden,POSSESSION-R750,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Textil,,,,,,,,
Tenis Asics para Mujer Running Gel-Nimbus Lite 3,(0),Código: 72800748,,,699.990,Gel-Nimbus Lite 3,Asics,1012B198-400,Tenis deportivos,Mujer,Normal,Tela,,Caucho,,,,Poliéster,,Sí,,,,,,
Tenis Diadora Sporty6 para Niña,4.7 (22),Código: 882888438,99.990,109.990,129.990,,Diadora,GIRL SPORTY6 BL,Tenis deportivos,Niña,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,Cordones,,,,
Tenis Aldo para Mujer Moda Elgata,(0),Código: 72853544,,,339.990,Elgata,Aldo,Elgata711,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Guayos Diadora Futsokt Unisex,(0),Código: 883001847,99.990,109.990,149.990,,Diadora,Futsokt Ne,Guayos,Unisex,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Reebok para Hombre Moda Club C 85,5 (2),Código: 72815557,,,359.990,Club C 85,Reebok,100000154,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Diadora para Hombre Moda Court Xl,(0),Código: 883076082,,,239.990,Court Xl,Diadora,Court Xl Cl,Tenis moda,Hombre,Normal,Cuero,Malla (nylon),Caucho,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Running Quest5,(0),Código: 72875608,,,414.990,Quest,Nike,DD0204-004-BLK,Tenis,Hombre,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Sybilla con plataforma para Mujer Zucos Bota,4.8 (24),Código: 882814198,,,129.990,Zucos Bota,Sybilla,Zucosalt Ne,Tenis moda,Mujer,Normal,Sintético,,Caucho,Alta,,,Poliéster,,,,,,,,
Tenis New Balance para Hombre Moda 574,5 (1),Código: 72802397,,,525.990,574,New Balance,U574CD2,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers Mujer - Zapatos Skechers Dama D'Lux Fitness - Newmoxie Blanco Tenis cómodos para mujer | Zapatillas moda,5 (2),Código: 72706905,,,359.900,D'Lux Fitness - Newmoxie,Skechers,149838WMLT,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics Mujer Moda Japan S Pf,4.7 (29),Código: 55471110,244.990,279.990,349.990,Japan S Pf,Asics,1202A360.102,Tenis moda,Mujer,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,,,,,
Tenis moda Converse Chuck Taylor All Star Mujer,1 (1),Código: 58145077,,,,Chuck Taylor All Star,Converse,M5039C,Tenis moda,Mujer,Grande,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis con luces Skechers Lighthearted Unicorn para Niña,(0),Código: 72794526,118.890,135.890,169.900,,Skechers,308023N-WHT,Tenis con luces,Niña,Normal,Sintético,,Goma,,,Toda temporada,Sintético,,,,Cordones,,,,
Tenis Reebok Unisex Training Nano X3 Froning | Zapatillas Reebok Unisex de moda color Neón,(0),Código: 72832771,,,629.990,Nano X3 Froning,Reebok,100033526,Tenis,Unisex,Normal,Tela,Textil,Caucho,,,,,,Sí,,,,,,
Tenis Adidas para Niña Grand Court,4.7 (109),Código: 72751877,,,289.950,,Adidas,GY2327,Tenis deportivos,Niña,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Nike Nike Court Legacy Bpv para Niño,3.7 (3),Código: 34306201,,,289.990,Court Legacy,Nike,DA5381-002-BLK,Tenis moda,Niño,Normal,Sintético,Cuero,Caucho,,,Toda temporada,,,,,,,,,
Tenis New Balance 373 para Niño,5 (1),Código: 69653053,252.690,288.790,360.990,,New Balance,YC373JO2,Tenis deportivos,Niño,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Diadora Hombre Moda Icona,4.1 (7),Código: 882741228,,,,Icona,Diadora,501.179296C5934,Tenis moda,Hombre,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis moda Guess Mujer Larsa,(0),Código: 64855529,251.990,293.990,419.990,Larsa,Guess,GWLARSALPI01,Tenis moda,Mujer,Normal,Sintético,Algodón,Goma,,,Toda temporada,,,,,,,,,
Tenis Under Armour Hombre Moda Essential,4.8 (16),Código: 19159891,,,299.900,Essential,Under Armour,3022954-001,Tenis moda,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Trekking Terrex AX2S,(0),Código: 72888949,,,419.990,Terrex AX2S,Adidas,IE0814,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Training Rapidmove ADV Training,5 (3),Código: 72738009,,,649.950,Rapidmove ADV Training,Adidas,HP3266,Tenis,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Skechers Glimmerkicks Fresh para Niña Velcro,(0),Código: 72838544,,,214.900,,Skechers,302319LLTPK,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis Nike Court Legacy para Niño con cierre de Velcro | Zapatillas Nike para Niño,4 (1),Código: 72828098,206.490,235.990,294.950,,Nike,DA5380-101-WHT,Tenis moda,Niño,Normal,Cuero,Poliéster,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Puma Mujer Moda Cassia Via Animal,4.9 (14),Código: 68696716,,,479.900,Cassia Via Animal,Puma,391945 01,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Hombre Moda Track Syntac,(0),Código: 72889861,,,254.900,Track Syntac,Skechers,232398BBK,Tenis moda,Hombre,Normal,Cuero,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis con luces Skechers Hydrolights Heatstri para Niño Velcro,(0),Código: 72794793,,,219.900,,Skechers,400116L-BKRD,Tenis con luces,Niño,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Puma Hombre Moda RBD Game,5 (9),Código: 68717721,342.890,391.890,489.900,RBD Game,Puma,385839 05,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Hombre Running Energen Run 3,5 (5),Código: 72713892,271.890,,,Energen Run 3,Reebok,100033964,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Sybilla Bombe Mujer,4 (2),Código: 882890927,59.990,69.990,99.990,Bombe,Sybilla,BOMBE3 RO,Tenis moda,Mujer,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,,,,,
Tenis Puma para Hombre Graviton . Tenis de Moda Puma,4.5 (10),Código: 72716155,,,409.990,Graviton,Puma,380738 25,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Moda Samba,(0),Código: 72905217,,,599.990,Samba,Adidas,IE3439,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers Unoice Prismluxe para Niña,5 (1),Código: 72794653,,,214.900,,Skechers,310448L-LTPK,Tenis moda,Niña,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Cordones,,,,
Tenis Moda Bearcliff Atrillon Hombre,4.7 (22),Código: 882687092,79.990,,,Atrillon,Bearcliff,ATRILLON4 AZ,Tenis moda,Hombre,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Rebound Joy Low . Tenis Blancos de moda Puma,5 (4),Código: 72716184,,,389.990,Rebound Joy Low,Puma,380747 26,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Guess Mujer Hallis,5 (1),Código: 64855536,407.990,475.990,679.990,Hallis,Guess,GWHALLISMGN01,Tenis moda,Mujer,Normal,Sintético,Algodón,Sintético,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Go Run Consistent,(0),Código: 72890242,,,289.900,Go Run Consistent,Skechers,128075BKPK,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Vans Unisex Moda Era,(0),Código: 72836014,,,269.000,Era,Vans,VN000QFKBKA,Tenis moda,Unisex,Normal,Tela,Textil,Goma,No aplica,,,,,,,,,,,
Tenis Moda ALDO Hombre Azul Marino Softcourt,5 (1),Código: 64883040,,,,Softcourt,ALDO,SOFTCOURT410,Tenis moda,Hombre,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Diadora Girl Crego 7 para Niña,5 (8),Código: 882854176,99.990,109.990,139.990,,Diadora,Girl Crego7 Rs,Tenis moda,Niña,Normal,Sintético,,Sintético,,,Toda temporada,Sintético,,,,Cordones,,,,
Tenis adidas Mujer Running AlphaBounce +,4.6 (224),Código: 63085298,,,529.950,Future Of Tech,adidas,HP6147ALPHA0101,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis On Running para Mujer Cross training Cloud 5 Terry,5 (2),Código: 72736848,,,949.990,Cloud 5 Terry,On Running,9998824,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis con Luces Skechers Twinklesparksice Dre para Niña Velcro,(0),Código: 72838738,,,189.900,,Skechers,314782NMLT,Tenis con luces,Niña,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis moda Veja Minotaur Hombre,(0),Código: 62677360,847.990,953.990,1.059.990,Minotaur,Veja,TR0502918B,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Reebok para Hombre Cross training Nano X3 Adventure,5 (3),Código: 72771084,,,579.990,Nano X3 Adventure,Reebok,100033527,Tenis,Hombre,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Skech Air Extreme 2.,5 (1),Código: 72778437,,,389.900,Skech Air Extreme 2.,Skechers,149645BKLV,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Adidas para Hombre Trekking Terrex AX2S,(0),Código: 72888955,,,419.990,Terrex AX2S,Adidas,IE0815,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Moda Advantage,4.8 (2680),Código: 16501628,,,379.950,Advantage,Adidas,GZ5299ADVAN0101,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Diadora Abolt5 Niña Velcro,4.9 (10),Código: 882817448,,,129.990,Abolt5,Diadora,GIRL ABOLT5 BL,Tenis moda,Niña,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis On Running Mujer Moda The Roger Advant,(0),Código: 49595657,,,999.990,The Roger Advant,On Running,9898497,Tenis moda,Mujer,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Adidas Grand Court 2.0 Cf Unisex con Velcro,4.6 (9),Código: 72881981,,,239.950,,Adidas,ID5263,Tenis moda,Unisex bebé,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Moda La Martina Adolfo Hombre,5 (3),Código: 882740527,,,249.990,Adolfo,La Martina,ADOLFO AZ,Tenis moda,Hombre,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,,,,,
Tenis Reebok Kids Reebok Rus para Niña,5 (5),Código: 72793494,,,199.900,,Reebok,100034060,Tenis moda,Niña,Normal,Sintético,,Sintético,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Asics para Mujer Moda Gel-Kayano 14,(0),Código: 72833605,,,649.990,Gel-Kayano 14,Asics,1202A056-104,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Hombre Maxprotsp-Balmer Tenis de Moda Skechers,5 (6),Código: 72769773,,,399.990,Maxprotsp-Balmer,Skechers,232660BKGY,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,,,,,,,Sin plataforma,,,,,
Tenis Skechers Fusetread Trekor para Niño Velcro,(0),Código: 72794715,,,284.900,,Skechers,403712L-GYCC,Tenis moda,Niño,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Adidas Hombre Básquetbol Midcity Low,4.9 (10),Código: 69678798,,,479.990,Midcity Low,Adidas,IE4518,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse Unisex Moda Chuck Taylor All Star,4.5 (2),Código: 11776674,,,324.990,,Converse,159484C,Tenis moda,Unisex,Grande,Tela,Algodón,Sintético,,,Toda temporada,,Vietnam,,,,,,,
Tenis Hoka Hombre Running Bondi 8,5 (5),Código: 67134461,,,899.990,Bondi 8,Hoka,1123202-IFBOB,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis moda Skechers Uno Gen1 Frosty Kicks para Niña,(0),Código: 72890130,,,249.990,,Skechers,310527LLIL,Tenis moda,Niña,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,Cordones,,,,
Tenis Adidas Hombre Cross training Everyset Trainer,5 (5),Código: 72712339,,,549.990,Everyset Trainer,Adidas,ID4990,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Skechers Uno Lite para Niña Velcro,(0),Código: 72882942,,,169.990,,Skechers,310451NBKRG,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis Blancos para Mujer Moda DKNY Matti,5 (1),Código: 72747018,347.990,405.990,579.990,Matti,DKNY,K1346577-B28,Tenis moda,Mujer,Normal,Sintético,,Goma,,,,Sintético,,,Sin plataforma,,,,,
Tenis New Balance para Mujer Moda 373,(0),Código: 72894324,,,329.990,373,New Balance,WL373PF2,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas Hombre Moda Grand Court Base 2,4.7 (885),Código: 38212345,,,299.950,Grand Court Base 2.,Adidas,GW9252GRAND0603,Tenis,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Mujer Moda Breaknet 2.0,4.8 (62),Código: 72869996,,,349.990,Breaknet,Adidas,ID0471,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Hoka para Hombre Running Challenger Atr 7,5 (1),Código: 72783219,,,799.990,Challenger Atr 7,Hoka,1134497-CFLM,Tenis,Hombre,Normal,Tela,Textil,Goma,,,,,,Sí,,,,,,
Tenis Asics para Hombre Lifestyle Gel-Dedicate 8 Clay,4.4 (17),Código: 71284211,,,349.990,Gel-Dedicate 8 Clay,Asics,1041A448-400,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis New Balance para Mujer Moda 373,(0),Código: 72894339,,,314.990,373,New Balance,WL373RT2,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma Mujer Moda Wired Run Pure,5 (3),Código: 68696695,,,399.900,Wired Run Pure,Puma,389275 07,Tenis moda,Mujer,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Yamp Sp Fast Boy para Niño Velcro,5 (3),Código: 882996632,71.990,83.990,119.990,,Yamp,Sp Fast Boy Ne,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
