brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material,CMR Discount,Event Discount
Reebok,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Cross Training Nanoflex Tr 2 | Zapatillas Reebok Hombre de moda color Café,,Código: 72832700,,,389990.0,Cross training,,,
Adidas,Tenis deportivos,Mujer,Normal,Tela,,Sintético,Toda temporada,Indonesia,Textil,Tenis Adidas Mujer Running Galaxy 6,4.7,Código: 69955366,,,339990.0,Running,Textil,,
Diadora,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,Tenis Diadora Mujer Moda Sabina,4.5,Código: 882554004,131990.0,153990.0,219990.0,Lifestyle,,40.0,30.0
Puma,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Mujer Moda Mayze Ut Wns,,Código: 72878545,,,599990.0,Lifestyle,,,
Aldo,Tenis moda,Mujer,Normal,Cuero,Poliéster,Goma,Toda temporada,Países Bajos,Poliéster,Tenis Aldo para Mujer Moda Woolly,,Código: 72853508,287990.0,335990.0,479990.0,Lifestyle,,40.0,30.0
Denimlab,Tenis moda,Mujer,Normal,Tela,Sintético,Sintético,Toda temporada,China,Textil,Tenis Denimlab para Mujer Moda Bonate Text,,Código: 882815611,,,,,,,
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Moda Skechers Rapidcharge para Niño,,Código: 72838513,132889.99999999997,151889.99999999997,189900.0,,,30.02,20.02
HOFF,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,Tenis Hoff Mujer Moda Aegina,5.0,Código: 69950938,,,499990.0,,,,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Hombre Future Rider Play On . Tenis de Moda Puma,4.0,Código: 72716100,391990.0,447990.0,559990.0,,,30.0,20.0
Diadora,Tenis moda,Hombre,Normal,Cuero,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda Court Xl,,Código: 883076053,,,239990.0,Lifestyle,,,
Reebok,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,China,Textil,Tenis Reebok para Hombre Moda Royal BB,5.0,Código: 72815953,,,349900.0,,,,
Guess,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Guess para Mujer Moda WGREMARKED3-A,4.5,Código: 70935142,275990.0,321990.0,459990.0,,,40.0,30.0
Hoka,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Bondi 8,,Código: 72783118,,,899990.0,Running,,,
New Balance,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis New Balance para Hombre Moda 574,,Código: 72802409,,,557990.0,,,,
Reebok,Tenis moda,Unisex,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Hufflepuff,,Código: 72870137,,,299990.0,,,,
Steven Madden,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,Textil,Tenis Steven Madden para Mujer Moda Possession-R75 | Tenis de Moda para Mujer Color Taupe,,Código: 72800082,423190.0,,,,Textil,,
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Asics para Mujer Running Gel-Nimbus Lite 3,,Código: 72800748,,,699990.0,Running,Poliéster,,
Diadora,Tenis deportivos,Niña,Normal,Sintético,,Sintético,Toda temporada,China,Textil,Tenis Diadora Sporty6 para Niña,4.7,Código: 882888438,99990.0,109990.0,129990.0,,Poliéster,23.08,15.39
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Suiza,Poliéster,Tenis Aldo para Mujer Moda Elgata,,Código: 72853544,,,339990.0,Lifestyle,,,
Diadora,Guayos,Unisex,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Guayos Diadora Futsokt Unisex,,Código: 883001847,99990.0,109990.0,149990.0,,,33.34,26.67
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Moda Club C 85,5.0,Código: 72815557,,,359990.0,,,,
Diadora,Tenis moda,Hombre,Normal,Cuero,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda Court Xl,,Código: 883076082,,,239990.0,Lifestyle,,,
Nike,Tenis,Hombre,Normal,Tela,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Running Quest5,,Código: 72875608,,,414990.0,Running,,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,China,Poliéster,Tenis Sybilla con plataforma para Mujer Zucos Bota,4.8,Código: 882814198,,,129990.0,,Poliéster,,
New Balance,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance para Hombre Moda 574,5.0,Código: 72802397,,,525990.0,,,,
Skechers,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Skechers Mujer - Zapatos Skechers Dama D'Lux Fitness - Newmoxie Blanco Tenis cómodos para mujer | Zapatillas moda,5.0,Código: 72706905,,,359900.0,,,,
Asics,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,Tenis Asics Mujer Moda Japan S Pf,4.7,Código: 55471110,244990.0,279990.0,349990.0,,Sintético,30.0,20.0
Converse,Tenis moda,Mujer,Grande,Tela,Textil,Caucho,Toda temporada,China,,Tenis moda Converse Chuck Taylor All Star Mujer,1.0,Código: 58145077,,,,,,,
Skechers,Tenis con luces,Niña,Normal,Sintético,,Goma,Toda temporada,China,Sintético,Tenis con luces Skechers Lighthearted Unicorn para Niña,,Código: 72794526,118890.0,135889.99999999997,169900.0,,Sintético,30.02,20.02
Reebok,Tenis,Unisex,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Reebok Unisex Training Nano X3 Froning | Zapatillas Reebok Unisex de moda color Neón,,Código: 72832771,,,629990.0,Training,,,
Adidas,Tenis deportivos,Niña,Normal,Sintético,,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Niña Grand Court,4.7,Código: 72751877,,,289950.0,,Textil,,
Nike,Tenis moda,Niño,Normal,Sintético,Cuero,Caucho,Toda temporada,Vietnam,Sintético,Tenis Nike Nike Court Legacy Bpv para Niño,3.7,Código: 34306201,,,289990.0,Lifestyle,,,
New Balance,Tenis deportivos,Niño,Normal,Sintético,,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance 373 para Niño,5.0,Código: 69653053,252690.0,288790.0,360990.0,,Textil,30.0,20.0
Diadora,Tenis moda,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,Sintético,Tenis Diadora Hombre Moda Icona,4.1,Código: 882741228,,,,Lifestyle,,,
Guess,Tenis moda,Mujer,Normal,Sintético,Algodón,Goma,Toda temporada,China,,Tenis moda Guess Mujer Larsa,,Código: 64855529,251990.0,293990.0,419990.0,,,40.0,30.0
Under Armour,Tenis moda,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,,Tenis Under Armour Hombre Moda Essential,4.8,Código: 19159891,,,299900.0,Lifestyle,,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Trekking Terrex AX2S,,Código: 72888949,,,419990.0,Trekking,,,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Training Rapidmove ADV Training,5.0,Código: 72738009,,,649950.0,Running,,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Moda Skechers Glimmerkicks Fresh para Niña Velcro,,Código: 72838544,,,214900.0,,,,
Nike,Tenis moda,Niño,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Nike Court Legacy para Niño con cierre de Velcro | Zapatillas Nike para Niño,4.0,Código: 72828098,206490.0,235990.0,294950.0,,,29.99,19.99
Puma,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Mujer Moda Cassia Via Animal,4.9,Código: 68696716,,,479900.0,,,,
Skechers,Tenis moda,Hombre,Normal,Cuero,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Hombre Moda Track Syntac,,Código: 72889861,,,254900.0,Lifestyle,,,
Skechers,Tenis con luces,Niño,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,Tenis con luces Skechers Hydrolights Heatstri para Niño Velcro,,Código: 72794793,,,219900.0,,Poliéster,,
Puma,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Hombre Moda RBD Game,5.0,Código: 68717721,342890.0,391890.0,489900.0,,,30.01,20.01
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Running Energen Run 3,5.0,Código: 72713892,271889.99999999994,,,Running,,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,China,,Tenis Moda Sybilla Bombe Mujer,4.0,Código: 882890927,59990.0,69990.0,99990.0,,Sintético,40.0,30.0
Puma,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Graviton . Tenis de Moda Puma,4.5,Código: 72716155,,,409990.0,,,,
Adidas,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,India,Textil,Tenis Adidas para Hombre Moda Samba,,Código: 72905217,,,599990.0,Lifestyle,,,
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,Tenis Skechers Unoice Prismluxe para Niña,5.0,Código: 72794653,,,214900.0,,Poliéster,,
Bearcliff,Tenis moda,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,China,,Tenis Moda Bearcliff Atrillon Hombre,4.7,Código: 882687092,79990.0,,,,,,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Rebound Joy Low . Tenis Blancos de moda Puma,5.0,Código: 72716184,,,389990.0,,,,
Guess,Tenis moda,Mujer,Normal,Sintético,Algodón,Sintético,Toda temporada,China,,Tenis moda Guess Mujer Hallis,5.0,Código: 64855536,407990.0,475990.0,679990.0,,,40.0,30.0
Skechers,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Go Run Consistent,,Código: 72890242,,,289900.0,Lifestyle,,,
Vans,Tenis moda,Unisex,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Vans Unisex Moda Era,,Código: 72836014,,,269000.0,Lifestyle,,,
ALDO,Tenis moda,Hombre,Normal,Tela,Poliéster,Goma,Toda temporada,China,,Tenis Moda ALDO Hombre Azul Marino Softcourt,5.0,Código: 64883040,,,,,,,
Diadora,Tenis moda,Niña,Normal,Sintético,,Sintético,Toda temporada,China,Sintético,Tenis Diadora Girl Crego 7 para Niña,5.0,Código: 882854176,99990.0,109990.0,139990.0,,Sintético,28.57,21.43
adidas,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,,Tenis adidas Mujer Running AlphaBounce +,4.6,Código: 63085298,,,529950.0,Running,,,
On Running,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis On Running para Mujer Cross training Cloud 5 Terry,5.0,Código: 72736848,,,949990.0,,,,
Skechers,Tenis con luces,Niña,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis con Luces Skechers Twinklesparksice Dre para Niña Velcro,,Código: 72838738,,,189900.0,,,,
Veja,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja Minotaur Hombre,,Código: 62677360,847990.0,953990.0,1059990.0,,,20.0,10.0
Reebok,Tenis,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Cross training Nano X3 Adventure,5.0,Código: 72771084,,,579990.0,Cross training,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Skech Air Extreme 2.,5.0,Código: 72778437,,,389900.0,,,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Trekking Terrex AX2S,,Código: 72888955,,,419990.0,Trekking,,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,,Tenis Adidas para Hombre Moda Advantage,4.8,Código: 16501628,,,379950.0,,,,
Diadora,Tenis moda,Niña,Normal,Sintético,Sintético,Sintético,Toda temporada,Bangladesh,,Tenis Diadora Abolt5 Niña Velcro,4.9,Código: 882817448,,,129990.0,,,,
On Running,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Sintético,Tenis On Running Mujer Moda The Roger Advant,,Código: 49595657,,,999990.0,,Textil,,
Adidas,Tenis moda,Unisex bebé,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Grand Court 2.0 Cf Unisex con Velcro,4.6,Código: 72881981,,,239950.0,,,,
La Martina,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,,Tenis Moda La Martina Adolfo Hombre,5.0,Código: 882740527,,,249990.0,,Sintético,,
Reebok,Tenis moda,Niña,Normal,Sintético,,Sintético,Toda temporada,China,Textil,Tenis Reebok Kids Reebok Rus para Niña,5.0,Código: 72793494,,,199900.0,,Textil,,
Asics,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Moda Gel-Kayano 14,,Código: 72833605,,,649990.0,,,,
Skechers,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Hombre Maxprotsp-Balmer Tenis de Moda Skechers,5.0,Código: 72769773,,,399990.0,,,,
Skechers,Tenis moda,Niño,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,Tenis Skechers Fusetread Trekor para Niño Velcro,,Código: 72794715,,,284900.0,,Poliéster,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Hombre Básquetbol Midcity Low,4.9,Código: 69678798,,,479990.0,Básquetbol,,,
Converse,Tenis moda,Unisex,Grande,Tela,Algodón,Sintético,Toda temporada,Vietnam,,Tenis Converse Unisex Moda Chuck Taylor All Star,4.5,Código: 11776674,,,324990.0,,,,
Reebok,Tenis moda,Niño,Normal,Cuero,Textil,Goma,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,,Código: 72815459,174890.0,199890.0,249900.0,,,30.02,20.01
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka Hombre Running Bondi 8,5.0,Código: 67134461,,,899990.0,Running,,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis moda Skechers Uno Gen1 Frosty Kicks para Niña,,Código: 72890130,,,249990.0,,,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Hombre Cross training Everyset Trainer,5.0,Código: 72712339,,,549990.0,Cross training,,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis moda Skechers Uno Lite para Niña Velcro,,Código: 72882942,,,169990.0,,,,
DKNY,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,China,Sintético,Tenis Blancos para Mujer Moda DKNY Matti,5.0,Código: 72747018,347990.0,405990.0,579990.0,,Sintético,40.0,30.0
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance para Mujer Moda 373,,Código: 72894324,,,329990.0,Lifestyle,,,
Adidas,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Hombre Moda Grand Court Base 2,4.7,Código: 38212345,,,299950.0,Lifestyle,,,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda Breaknet 2.0,4.8,Código: 72869996,,,349990.0,Lifestyle,,,
Hoka,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Challenger Atr 7,5.0,Código: 72783219,,,799990.0,Running,,,
Veja,Tenis moda,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-10 Mujer,,Código: 62677098,,,1059990.0,,,,
adidas,Tenis moda,Hombre,Normal,Tela,,Caucho,Toda temporada,China,,Tenis moda Adidas D-Pad para Hombre,5.0,Código: 65556841,,,419990.0,,Textil,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Poliéster,Tenis Asics para Hombre Lifestyle Gel-Dedicate 8 Clay,4.4,Código: 71284211,,,349990.0,Lifestyle,,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance para Mujer Moda 373,,Código: 72894339,,,314990.0,Lifestyle,,,
Asics,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Running Noosa Tri 15 Rj0,4.5,Código: 72780560,,,669990.0,Running,,,
Puma,Tenis moda,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Puma Mujer Moda Wired Run Pure,5.0,Código: 68696695,,,399900.0,Lifestyle,,,
Yamp,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Yamp Sp Fast Boy para Niño Velcro,5.0,Código: 882996632,71990.0,83990.0,119990.0,,,40.0,30.0
Puma,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Mujer Cross Training Pwrframe Tr 2 Wns,,Código: 72716614,461990.0,527990.0,659990.0,Cross training,,30.0,20.0
Nike,Tenis moda,Hombre,Normal,Cuero,,Goma,Toda temporada,India,Poliéster,Tenis Nike para Hombre Moda Blazer Mid77 Vntg,4.6,Código: 72783930,,,589990.0,,Poliéster,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Hombre Moda Bounder2.0 Andal,5.0,Código: 72823076,,,299990.0,,,,
Veja,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-10 Mujer,5.0,Código: 62677049,,,1059990.0,,,,
Fratta,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Fratta Mujer Running Elina2,4.5,Código: 881814497,,,149990.0,Running,Poliéster,,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Puma Rebound Layup Sl . Tenis de Moda Puma,4.9,Código: 72716145,,,459990.0,,,,
Steve Madden,Tenis moda,Mujer,Normal,Tela,Textil,Sintético,Toda temporada,China,Textil,Tenis Steve Madden para Mujer Moda Protege1,,Código: 72879319,319190.0,,,Lifestyle,,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Skechers para Hombre Maxcushionprem2.0 Tenis de Moda Skechers,4.7,Código: 72769713,375190.0,,,,,,
ALDO,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Aldo Mujer Moda Appier,4.5,Código: 71235777,209990.0,244990.0,349990.0,,,40.0,30.0
ALDO,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,Tenis Moda ALDO Hombre Gris Monospec,,Código: 51936420,,,,,,,
Adidas Originals,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Originals para Hombre Gazelle,5.0,Código: 72738127,,,599950.0,,,,
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Safirita,,Código: 883014847,,,149990.0,Running,,,
Disney,Tenis moda,Mujer,Normal,Tela,Sintético,Caucho,Toda temporada,China,Sintético,Tenis Disney para Mujer Moda Belowmin,,Código: 883029130,,,129990.0,Lifestyle,,,
Reebok,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Moda Npc Ii Syn,4.7,Código: 72713858,,,299990.0,Lifestyle,,,
Reebok,Tenis moda,Niño,Normal,Cuero,,Goma,Toda temporada,China,Textil,Tenis Reebok Kids Club C para Niño,5.0,Código: 72793518,146889.99999999997,167890.0,209900.0,,Textil,30.02,20.01
Puma,Tenis,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Lifestyle Up,5.0,Código: 72794316,,,329900.0,Lifestyle,Textil,,
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Mujer Moda Superstar Xlg W,4.9,Código: 72712516,,,649950.0,,,,
Hoka,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Clifton 9,,Código: 72783170,,,799990.0,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Arch Fit Infinity Cool,,Código: 72890542,,,428900.0,Lifestyle,,,
Guess,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Guess para Mujer Moda WGREMARKED3-A,5.0,Código: 70935153,275990.0,321990.0,459990.0,,,40.0,30.0
Fratta,Guayos,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Guayos para Pasto Sintético Fratta Hombre Huang7,,Código: 883014574,,,139990.0,Fútbol,,,
New Balance,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,,Tenis New Balance Hombre Running 420,4.9,Código: 64218003,,,454990.0,Running,,,
Fratta,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,Tenis Fratta Hombre Running Tinmar3,4.9,Código: 882816209,89990.0,104990.0,149990.0,Running,,40.0,30.0
Skechers,Tenis deportivos,Hombre,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Skechers Hombre Cross training Summits,4.5,Código: 50000715,,,244990.0,Cross training,Sintético,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Otoño-Invierno,Vietnam,Poliéster,Tenis Asics para Mujer Running Gel Contend 8,4.5,Código: 72902016,,,849990.0,Running,,,
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Moda Wmns Air Force 1 '07 Rec | Zapatillas Nike para Mujer Air Force 1,,Código: 72825928,,,699950.0,,,,
Adidas Originals,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,India,Textil,Tenis Adidas Originals para Mujer Moda Stan Smith,4.8,Código: 72781100,,,599950.0,,,,
